"krs"
"0001038638"
"0001058146"
"0001012070"
"0001084555"
"0001099795"
"0001108667"
"0001004179"
"0001093569"
"0001038309"
"0001106696"
"0001052499"
"0001017485"
"0001056692"
"0001029988"
"0001036783"
"0001033103"
"0001075657"
"0001111465"
"0000995959"
"0001007955"
"0000998370"
"0001017655"
"0001114480"
"0001010491"
"0001041211"
"0001120253"
"0001112257"
"0001029815"
"0001049244"
"0001109833"
"0001039103"
"0001052837"
"0001120457"
"0001099916"
"0001112079"
"0001029826"
"0001045940"
"0001083556"
"0001027700"
"0001081136"
"0001060761"
"0001038309"
"0001017870"
"0001078753"
"0001021838"
"0001045985"
"0001003031"
"0001101394"
"0001039820"
"0001072948"
"0001031356"
"0001109257"
"0001039718"
"0001087677"
"0001111085"
"0001064392"
"0001092536"
"0000999555"
"0001031472"
"0001035620"
"0001112449"
"0001043288"
"0001109602"
"0001032173"
"0001104699"
"0001113364"
"0001068878"
"0001067746"
"0000996187"
"0000999623"
"0001026637"
"0001039869"
"0001024110"
"0001011654"
"0001119413"
"0001045405"
"0001001701"
"0000997318"
"0001013051"
"0001124536"
"0001076945"
"0001075938"
"0000998231"
"0001050804"
"0001064077"
"0001096937"
"0001012889"
"0001122836"
"0001068771"
"0001121254"
"0001009511"
"0001080297"
"0001095255"
"0001076682"
"0001017818"
"0001122059"
"0001124536"
"0001095832"
"0001121393"
"0001056603"
"0001035161"
"0001017552"
"0001117757"
"0001050175"
"0001094654"
"0001079816"
"0001009181"
"0001012240"
"0001004408"
"0001121159"
"0001121157"
"0001082526"
"0001055237"
"0001039475"
"0001003734"
"0001096836"
"0001093582"
"0001009661"
"0001097867"
"0001004759"
"0001014815"
"0001004069"
"0001106942"
"0001070635"
"0001091098"
"0001018560"
"0001041510"
"0001040159"
"0001005645"
"0001005139"
"0001086858"
"0001081573"
"0001009500"
"0001016076"
"0001122504"
"0001110970"
"0001119476"
"0001123045"
"0001059997"
"0001111683"
"0001123572"
"0001123553"
"0001121930"
"0001064140"
"0001076945"
"0001098329"
"0001096784"
"0001102303"
"0001075938"
"0001016152"
"0001116841"
"0001026387"
"0001043680"
"0001044895"
"0001009860"
"0001044221"
"0001033819"
"0001069324"
"0001035061"
"0001035954"
"0001026500"
"0001018263"
"0001031907"
"0001030965"
"0001026741"
"0001044746"
"0001099334"
"0001097089"
"0001094374"
"0001087358"
"0001060978"
"0001030279"
"0001062994"
"0000991317"
"0001107719"
"0001006643"
"0001032161"
"0001082890"
"0001042002"
"0001054190"
"0001060141"
"0001058709"
"0001049120"
"0001085921"
"0001043976"
"0001024273"
"0001055462"
"0001050338"
"0001048014"
"0001037565"
"0001086743"
"0000996161"
"0001055440"
"0001041665"
"0001057245"
"0001064084"
"0001061735"
"0001028565"
"0001074478"
"0001073566"
"0001026856"
"0001047213"
"0001066732"
"0001051229"
"0001065441"
"0001071839"
"0001066765"
"0001009982"
"0001005466"
"0001053105"
"0001062043"
"0001074474"
"0001065709"
"0001070090"
"0001093709"
"0001059457"
"0001027477"
"0001071109"
"0001063332"
"0001088685"
"0001072162"
"0000997698"
"0001017840"
"0001099582"
"0001002687"
"0001021611"
"0000998632"
"0001080676"
"0001084833"
"0001057234"
"0001058939"
"0001037370"
"0001081638"
"0001010022"
"0001009789"
"0001108063"
"0001077762"
"0001086453"
"0001077762"
"0001037183"
"0001043476"
"0001042947"
"0001103085"
"0001080136"
"0001094592"
"0001099988"
"0001080980"
"0001057772"
"0001082779"
"0001100634"
"0001070042"
"0001053665"
"0001047308"
"0001010879"
"0001009619"
"0001037411"
"0001034045"
"0001034505"
"0001047013"
"0001103347"
"0001030744"
"0001110538"
"0001061803"
"0001011476"
"0001028402"
"0001042478"
"0001011390"
"0001066658"
"0001027815"
"0001113180"
"0001010139"
"0001004036"
"0001048557"
"0001033756"
"0001034013"
"0001005178"
"0001058961"
"0001071560"
"0001048130"
"0001003970"
"0001016042"
